epoch,loss,val_loss
0,0.052852447054,0.0384701201433
1,0.0455904912529,0.0373006627058
2,0.0417690124152,0.0362159578224
3,0.0381506160092,0.0338870976041
4,0.0345923107341,0.032435059141
5,0.031271149002,0.0285813127155
6,0.0275886135618,0.0282110157028
7,0.0240821782969,0.0295575951202
8,0.0209910065161,0.0276041857867
9,0.0181332228775,0.0258480714855
